date,open,high,low,close,volume
2021-01-01,47.7781,48.2559,47.3004,47.7781,1025000
2021-01-04,48.0837,48.5963,47.6029,48.1152,1035000
2021-01-05,48.3706,48.9148,47.8869,48.4305,1045000
2021-01-06,48.6323,49.2014,48.146,48.7143,1055000
2021-01-07,48.8629,49.4476,48.3743,48.9581,1065000
2021-01-08,49.057,49.6464,48.5664,49.1549,1075000
2021-01-11,49.21,49.7926,48.7179,49.2996,1085000
2021-01-12,49.318,49.8833,48.8248,49.3894,1095000
2021-01-13,49.3782,49.9176,48.8844,49.4234,1105000
2021-01-14,49.3891,49.897,48.8952,49.403,1115000
2021-01-15,49.3507,49.8442,48.8386,49.3319,1125000
2021-01-18,49.265,49.7576,48.7235,49.2156,1135000
2021-01-19,49.136,49.6273,48.5711,49.0617,1145000
2021-01-20,48.9698,49.4595,48.3902,48.879,1155000
2021-01-21,48.7748,49.2626,48.1908,48.6776,1165000
2021-01-22,48.5612,49.0468,47.9836,48.4683,1175000
2021-01-25,48.3407,48.8242,47.7796,48.2622,1185000
2021-01-26,48.1261,48.6073,47.5898,48.0705,1195000
2021-01-27,47.9302,48.4095,47.4244,47.9034,1205000
2021-01-28,47.7657,48.2482,47.288,47.7705,1215000
2021-01-29,47.6441,48.1566,47.1677,47.6798,1225000
2021-02-01,47.5752,48.1141,47.0994,47.6378,1235000
2021-02-02,47.5662,48.1253,47.0905,47.6488,1245000
2021-02-03,47.6216,48.1925,47.1454,47.7154,1255000
2021-02-04,47.7428,48.3159,47.2654,47.8375,1265000
2021-02-05,47.928,48.4933,47.4487,48.0132,1275000
2021-02-08,48.1718,48.7205,47.6901,48.2381,1285000
2021-02-09,48.4662,48.9913,47.9816,48.5062,1295000
2021-02-10,48.8006,49.2977,48.3126,48.8096,1305000
2021-02-11,49.1624,49.654,48.6474,49.1388,1315000
2021-02-12,49.5375,50.0329,48.9888,49.4837,1325000
2021-02-15,49.9118,50.4109,49.3348,49.8332,1335000
2021-02-16,50.2711,50.7738,49.6744,50.1762,1345000
2021-02-17,50.6028,51.1088,49.9967,50.5018,1355000
2021-02-18,50.8956,51.4046,50.2918,50.7998,1365000
2021-02-19,51.1411,51.6525,50.5505,51.0611,1375000
2021-02-22,51.3332,51.8466,50.7654,51.2782,1385000
2021-02-23,51.4688,51.9835,50.9306,51.4451,1395000
2021-02-24,51.5476,52.0735,51.0322,51.558,1405000
2021-02-25,51.5717,52.1313,51.056,51.6151,1415000
2021-02-26,51.5454,52.1332,51.0299,51.617,1425000
2021-03-01,51.4745,52.0821,50.9598,51.5664,1435000
2021-03-02,51.3662,51.9828,50.8525,51.4682,1445000
2021-03-03,51.2282,51.8422,50.7159,51.3289,1455000
2021-03-04,51.0687,51.6685,50.558,51.157,1465000
2021-03-05,50.8958,51.4717,50.3868,50.962,1475000
2021-03-08,50.7175,51.2622,50.2104,50.7547,1485000
2021-03-09,50.5418,51.0514,50.0364,50.5459,1495000
